Row,Regex1,Regex2,IsEquivalent,SimilarityScore
269,"^[A-Z]{1,8}$","^[A-Z]{1,8}$",True,1.0
270,"^([a-zA-Z]{2,10}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{2,10}[.!?;:'""…]?$","^([a-zA-Z]{2,10}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{2,10}[.!?;:'""…]?$",True,1.0
271,"^[a-z]{4,7}$","^[a-z]{4,7}$",True,1.0
272,"^[a-zA-Z0-9]{2,6}$","^[a-zA-Z0-9]{2,6}$",True,1.0
273,"^\d{3,13}$","^\d{3,13}$",True,1.0
274,^(?=.*ngnd)(?=.*bbasys).*$,^(?=.*ngnd)(?=.*bbasys).*$,True,1.0
275,"^[a-zA-Z0-9]{3,8}$","^[a-zA-Z0-9]{3,8}$",True,1.0
276,"^\d{1,3}$","^\d{1,3}$",True,1.0
277,^.*record.*$,.*record.*,True,1.0
278,^[^\d]*$,^[^\d]*$,True,1.0
279,"^[a-zA-Z0-9]{5,9}$","^[a-zA-Z0-9]{5,9}$",True,1.0
280,"^([a-zA-Z]{1,4}[ ,.!?;:'""…]*){3,8}[a-zA-Z]{1,4}[.!?;:'""…]?$","^([a-zA-Z]{1,4}[ ,.!?;:'""…]*){3,8}[a-zA-Z]{1,4}[.!?;:'""…]?$",True,1.0
281,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
282,"^.{1,7}vwnhuvyn$","^.{1,7}vwnhuvyn$",True,1.0
283,"^rgb$$1,\s*$2,\s*$3$$",^([0-9a-fA-F]{2})([0-9a-fA-F]{2})([0-9a-fA-F]{2})$,False,0.06000000000000005
284,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20))),^\d{8}$,False,0.0066225165562914245
285,"^\d{4,6}$","^\d{4,6}$",True,1.0
286,^[^\d]*$,^[^\d]*$,True,1.0
287,^[^\d]*$,^[^\d]*$,True,1.0
288,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1258278145695364
289,^pchb.*,^pchb.*,True,1.0
290,"^\d{8,15}$","^\d{8,15}$",True,1.0
291,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.12048192771084343
292,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
293,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.04347826086956519
294,"^\d{1,9}$","^\d{1,9}$",True,1.0
295,^.*file.*$,.*file.*,True,1.0
296,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
297,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
298,^\d+(\.\d+)?(\.\d+)?$,^\d+\.\d+\.\d+$,False,0.7142857142857143
299,"^\d{6,}$","^\d{6,}$",True,1.0
300,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1123595505617978
301,^\d.*$,^\d.*$,True,1.0
302,^\d{10}$,^\d{10}$,True,1.0
303,^.*\.(zip|rar|tar|7z)$,^.*\.(zip|ZIP|rar|RAR|tar|TAR|7z|Z|z|Z7|z7|7Z|Z7|z7)$,False,0.41509433962264153
304,"^\d{3,13}$","^\d{3,13}$",True,1.0
305,"^\d{4,}$","^\d{4,}$",True,1.0
306,"^([a-zA-Z]+[ ,.!?;:'""…]*){2}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){2}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
307,^DOC_.*$,^DOC_.*$,True,1.0
308,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02)|05(02|01))),^\d{8}$,False,0.0092592592592593
309,"^\d{4,13}$","^\d{4,13}$",True,1.0
310,"^\d{6,13}$","^\d{6,13}$",True,1.0
311,"^[a-z]{1,7}$","^[a-z]{1,7}$",True,1.0
312,"^[a-z]{1,9}$","^[a-z]{1,9}$",True,1.0
313,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1273885350318471
314,^\d{3}$,^\d{3}$,True,1.0
315,"^hsl$$1,\s*$2%,\s*$3%$$","^hsl\(\d{1,3},\s*\d{1,3}%?,\s*\d{1,3}%?,\s*\d{1,3}%?\)$",False,0.3090909090909091
316,(2025(04(30|29|28|27|26|25)|05(02|01))),^\d{4}([01]?\d|2[0-9]|3[01])([012]?\d|3[01])$,False,0.19999999999999996
317,\s+,\s+,True,1.0
318,^[a-zA-Z]{5}$,^[a-zA-Z]{5}$,True,1.0
319,^.*\.(mp4|avi|mkv|mov)$,^.*\.(mp4|MP4|avi|AVI|mkv|MKV|mov|MOV)$,False,0.5897435897435898
320,^[^\d]*$,^[^\d]*$,True,1.0
321,"^.{6,12}uezb$","^.{6,12}uezb$",True,1.0
322,"^\d{1,10}$","^\d{1,10}$",True,1.0
323,"^\d{4,}$","^\d{4,}$",True,1.0
324,^\d+(\.\d+)?(\.\d+)?$,^\d+\.\d+\.\d+$,False,0.7142857142857143
325,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1333333333333333
326,"^[a-z]{2,10}$","^[a-z]{2,10}$",True,1.0
327,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
328,"^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
329,^(?=.*oqchcrxz)(?=.*pic).*$,^(?=.*oqchcrxz)(?=.*pic).*$,True,1.0
330,"^\d{4,15}$","^\d{4,15}$",True,1.0
331,"^\d{4,9}$","^\d{4,9}$",True,1.0
332,"^\d{7,10}$","^\d{7,10}$",True,1.0
333,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18))),^\d{4}\d{2}\d{2}$,False,0.019108280254777066
334,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02)|05(02|01))),^\d{4}([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1])$,False,0.14814814814814814
335,"^\d{1,8}$","^\d{1,8}$",True,1.0
336,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12)|05(02|01))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.16666666666666663
337,"^\d{3,16}$","^\d{3,16}$",True,1.0
338,\d+,\d+,True,1.0
339,"^[a-zA-Z0-9]{2,9}$","^[a-zA-Z0-9]{2,9}$",True,1.0
340,^.*\.(zip|rar|tar|7z)$,^(.*\.(zip|rar|tar|7z))$,True,1.0
341,"^\d{8,}$","^\d{8,}$",True,1.0
342,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
343,^[a-zA-Z]{3}$,^[a-zA-Z]{3}$,True,1.0
344,"^([a-zA-Z]{1,4}[ ,.!?;:'""…]*){4,9}[a-zA-Z]{1,4}[.!?;:'""…]?$","^([a-zA-Z]{1,4}[ ,.!?;:'""…]*){4,9}[a-zA-Z]{1,4}[.!?;:'""…]?$",True,1.0
345,^.*data.*$,.*data.*,True,1.0
346,^[a-zA-Z]{3}$,^[a-zA-Z]{3}$,True,1.0
347,^hdzpvna.*,^hdzpvna.*,True,1.0
348,"^.{5,10}mdqpt$","^.{5,10}mdqpt$",True,1.0
349,\s+,\s+,True,1.0
350,"^[A-Z]{2,4}$","^[A-Z]{2,4}$",True,1.0
351,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.18666666666666665
352,.*zcwwgni$,.*zcwwgni$,True,1.0
353,"^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){2,8}[a-zA-Z]{3,6}[.!?;:'""…]?$","^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){2,8}[a-zA-Z]{3,6}[.!?;:'""…]?$",True,1.0
355,^qaibsgtb.*kqgvnm.*$,^qaibsgtb.*kqgvnm.*$,True,1.0
356,"^[a-z]{5,10}$","^[a-z]{5,10}$",True,1.0
357,"^\d{1,2}$","^\d{1,2}$",True,1.0
358,"^\d{1,6}$","^\d{1,6}$",True,1.0
359,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.045454545454545414
360,"^\d{1,8}$","^\d{1,8}$",True,1.0
361,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11811023622047245
362,.*uatpmtez$,.*uatpmtez$,True,1.0
363,\d+,\d+,True,1.0
364,"^\d{1,6}$","^\d{1,6}$",True,1.0
365,.*zcxoc$,.*zcxoc$,True,1.0
366,"^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
367,^DOC_.*$,^DOC_.*$,True,1.0
368,.*mjq$,.*mjq$,True,1.0
369,"^[a-zA-Z0-9]{4,5}$","^[a-zA-Z0-9]{4,5}$",True,1.0
370,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12269938650306744
371,^fvjz.*,^fvjz.*,True,1.0
372,^[a-zA-Z]{1}$,^[a-zA-Z]{1}$,True,1.0
373,\w+,\w+,True,1.0
374,^[a-zA-Z]{1}$,^[a-zA-Z]{1}$,True,1.0
375,"^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?",True,1.0
376,"^([a-zA-Z]+[ ,.!?;:'""…]*){4}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){4}[a-zA-Z]+[.!?;:'""…]?",True,1.0
377,.*krqv$,.*krqv$,True,1.0
378,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.13888888888888884
379,"^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
380,^.*\.(zip|rar|tar|7z)$,^(ZIP|RAR|TAR|7Z)$,False,0.36363636363636365
381,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
382,\s+,\s+,True,1.0
383,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12048192771084343
384,"^\d{4,11}$","^\d{4,11}$",True,1.0
385,"^\d{4,13}$","^\d{4,13}$",True,1.0
386,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30))),^\d{8}$,False,0.008264462809917328
387,^\d.*$,^\d.*$,True,1.0
388,^[^\d]*$,^[^\d]*$,True,1.0
389,\s+,\s+,True,1.0
390,"^\d{10,}$","^\d{10,}$",True,1.0
391,"^\d{8,9}$","^\d{8,9}$",True,1.0
392,^[a-zA-Z]{3}$,^[a-zA-Z]{3}$,True,1.0
393,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
394,.*dimln$,.*dimln$,True,1.0
395,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.11971830985915488
396,^kdn.*unzhqna.*$,^kdn.*unzhqna.*$,True,1.0
397,^[^\d]*$,^[^\d]*$,True,1.0
398,(2025(04(30|29|28|27|26|25|24|23)|05(02|01))),^\d{8}$,False,0.022222222222222254
399,^[^\d]*$,^[^\d]*$,True,1.0
400,"^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
401,"^[a-zA-Z0-9]{1,7}$","^[a-zA-Z0-9]{1,7}$",True,1.0
402,"^\d{2,4}$","^\d{2,4}$",True,1.0
403,^vqmh.*mfxgh.*$,^vqmh.*mfxgh.*$,True,1.0
404,\w+,\w+,True,1.0
405,^nuoj.*ttpf.*$,^nuoj.*ttpf.*$,True,1.0
406,"^.{3,6}uzdjwcq$","^.{3,6}uzdjwcq$",True,1.0
407,"^[A-Z]{1,3}$","^[A-Z]{1,3}$",True,1.0
408,^\d{5}$,^\d{5}$,True,1.0
409,\w+,\w+,True,1.0
410,^\d{9}$,^\d{9}$,True,1.0
411,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
412,"^.{4,12}evhfx$","^.{4,12}evhfx$",True,1.0
413,"^[a-zA-Z0-9]{5,9}$","^[a-zA-Z0-9]{5,9}$",True,1.0
414,"^[a-zA-Z0-9]{3,10}$","^[a-zA-Z0-9]{3,10}$",True,1.0
415,^eesrrny.*,^eesrrny.*,True,1.0
416,^\d.*$,^\d.*$,True,1.0
417,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
418,"^.{6,9}jtqg$","^.{6,9}jtqg$",True,1.0
419,^.*file.*$,.*file.*,True,1.0
420,\d+,\d+,True,1.0
421,.*xkezjgzr$,.*xkezjgzr$,True,1.0
422,"^\d{1,9}$","^\d{1,9}$",True,1.0
423,"^\d{1,8}$","^\d{1,8}$",True,1.0
424,.*whroholb$,.*whroholb$,True,1.0
425,"^\d{6,16}$","^\d{6,16}$",True,1.0
426,"^[a-z]{5,7}$","^[a-z]{5,7}$",True,1.0
427,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1839080459770115
428,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11049723756906082
429,"^\d{7,16}$","^\d{7,16}$",True,1.0
430,"^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?",True,1.0
431,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1271186440677966
432,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
433,^USER_.*$,^USER_.*$,True,1.0
434,^.*\.(mp3|wav|flac|aac)$,^.*\.(mp3|MP3|wav|WAV|flac|FLAC|aac|AAC)$,False,0.5853658536585367
435,"^\d{2,15}$","^\d{2,15}$",True,1.0
436,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
437,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
438,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1839080459770115
439,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
440,"^\d{5,12}$","^\d{5,12}$",True,1.0
441,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
442,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12)|05(02|01))),^\d{8}$,False,0.012820512820512775
443,^USER_.*$,^USER_.*$,True,1.0
444,"^[A-Z]{4,7}$","^[A-Z]{4,7}$",True,1.0
445,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
446,^(?=.*iumphyzp)(?=.*pcsqehc).*$,^(?=.*iumphyzp)(?=.*pcsqehc).*$,True,1.0
447,"^hsl$$1,\s*$2%,\s*$3%$$","^hsl\([0-9]{1,3}[% ,]([0-9]{1,3}[% ,]){2}[0-9]{1,3}%\)$",False,0.19999999999999996
448,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25))),^\d{8}$,False,0.007352941176470562
449,\w+,\w+,True,1.0
450,^\d.*$,^\d.*$,True,1.0
451,^[^\d]*$,^[^\d]*$,True,1.0
452,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
453,"^\d{10,}$","^\d{10,}$",True,1.0
454,^DATA_.*$,^DATA_.*,True,1.0
455,^fuwzdchq.*xtkcj.*$,^fuwzdchq.*xtkcj.*$,True,1.0
456,^.*file.*$,.*file.*,True,1.0
457,^(?=.*sswqt)(?=.*cdq).*$,^(?=.*sswqt)(?=.*cdq).*$,True,1.0
458,"^\d{1,9}$","^\d{1,9}$",True,1.0
459,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
460,"^[a-zA-Z0-9]{1,7}$","^[a-zA-Z0-9]{1,7}$",True,1.0
461,^yfb.*tkqkwc.*$,^yfb.*tkqkwc.*$,True,1.0
462,"^[a-z]{1,2}$","^[a-z]{1,2}$",True,1.0
463,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
464,"^\d{5,16}$","^\d{5,16}$",True,1.0
465,"^\d{1,16}$","^\d{1,16}$",True,1.0
466,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.10526315789473684
467,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
468,(2025(04(30|29|28|27|26|25|24|23|22|21)|05(02|01))),^\d{4}([01]?\d|2[0-9]|3[01])([012]?\d|3[01])$,False,0.17647058823529416
469,"^([a-zA-Z]{4,9}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{4,9}[.!?;:'""…]?$","^([a-zA-Z]{4,9}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{4,9}[.!?;:'""…]?$",True,1.0
470,^.*record.*$,.*record.*,True,1.0
471,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
472,"^hsl$$1,\s*$2%,\s*$3%$$",[Hh][Ss][Ll]\d{3},False,0.13043478260869568
473,\s+,\s+,True,1.0
474,"^\d{4,13}$","^\d{4,13}$",True,1.0
475,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.15315315315315314
476,"^\d{4,12}$","^\d{4,12}$",True,1.0
477,"^[A-Z]{2,10}$","^[A-Z]{2,10}$",True,1.0
478,"^[a-zA-Z0-9]{5,9}$","^[a-zA-Z0-9]{5,9}$",True,1.0
479,.*lvnxu$,.*lvnxu$,True,1.0
480,"^\d{4,12}$","^\d{4,12}$",True,1.0
481,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11627906976744184
482,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
483,"^\d{1,}$","^\d{1,}$",True,1.0
484,^[a-zA-Z]{9}$,^[a-zA-Z]{9}$,True,1.0
485,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1568627450980392
486,^[^\d]*$,^[^\d]*$,True,1.0
487,"^\d{6,}$","^\d{6,}$",True,1.0
488,^[a-zA-Z]{1}$,^[a-zA-Z]{1}$,True,1.0
489,^reeq.*gcwfc.*$,^reeq.*gcwfc.*$,True,1.0
490,"^\d{4,7}$","^\d{4,7}$",True,1.0
491,^[a-zA-Z]{7}$,^[a-zA-Z]{7}$,True,1.0
492,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
493,^LOG_.*$,^LOG_.*$,True,1.0
494,^[^\d]*$,^[^\d]*$,True,1.0
495,^\d{8}$,^\d{8}$,True,1.0
496,^\d{5}$,^\d{5}$,True,1.0
497,^\d.*$,^\d.*$,True,1.0
498,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
499,"^[a-z]{2,7}$","^[a-z]{2,7}$",True,1.0
500,^\d.*$,^\d.*$,True,1.0
501,^\d.*$,^\d.*$,True,1.0
502,^[^\d]*$,^[^\d]*$,True,1.0
503,\d+,\d+,True,1.0
504,^.*file.*$,^file.*,False,0.7
506,^[^\d]*$,^[^\d]*$,True,1.0
507,^.*\.(zip|rar|tar|7z)$,(zip|rar|tar|7z)$,False,0.7727272727272727
508,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
509,^fdt.*,^fdt.*,True,1.0
510,"^[a-z]{4,10}$","^[a-z]{4,10}$",True,1.0
511,^[^\d]*$,^[^\d]*$,True,1.0
512,^qgkoe.*xvhj.*$,^qgkoe.*xvhj.*$,True,1.0
513,"^\d{4,}$","^\d{4,}$",True,1.0
514,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11)|05(02|01))),^\d{8}$,False,0.012345679012345734
515,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11627906976744184
516,"^\d{3,8}$","^\d{3,8}$",True,1.0
517,\d+,\d+,True,1.0
518,^[^\d]*$,^[^\d]*$,True,1.0
519,^USER_.*$,^USER_.*$,True,1.0
520,^elekffvz.*,^elekffvz.*,True,1.0
521,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
522,^vuobx.*rwi.*$,^vuobx.*rwi.*$,True,1.0
523,^DOC_.*$,^DOC_.*,True,1.0
524,^\d{9}$,^\d{9}$,True,1.0
525,^INFO_.*$,^INFO_.*$,True,1.0
526,.*uya$,.*uya$,True,1.0
527,"^\d{4,8}$","^\d{4,8}$",True,1.0
528,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
529,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
530,(2025(04(30|29|28|27|26|25|24|23|22|21|20)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.20370370370370372
531,"^\d{5,10}$","^\d{5,10}$",True,1.0
532,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.04166666666666663
533,.*tgxljigh$,.*tgxljigh$,True,1.0
534,"^\d{4,10}$","^\d{4,10}$",True,1.0
535,"^\d{4,6}$","^\d{4,6}$",True,1.0
536,(2025(04(30|29|28|27|26|25|24|23|22)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.14583333333333337
537,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.15053763440860213
538,"^.{2,4}pnfun$","^.{2,4}pnfun$",True,1.0
539,"^\d{5,9}$","^\d{5,9}$",True,1.0
540,\s+,\s+,True,1.0
541,"^\d{1,3}$","^\d{1,3}$",True,1.0
542,^\d+\.\d+$,^\d+\.\d+\.\d+(-\w+)*$,False,0.4545454545454546
543,"^\d{7,}$","^\d{7,}$",True,1.0
544,"^\d{1,}$","^\d{1,}$",True,1.0
545,"^[a-z]{3,8}$","^[a-z]{3,8}$",True,1.0
546,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
547,"^.{3,7}yopirjy$","^.{3,7}yopirjy$",True,1.0
548,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
549,"^.{3,10}wunsob$","^.{3,10}wunsob$",True,1.0
550,^.*example.*$,.*example.*,True,1.0
